Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
27,Bahrain Grand Prix,1.0,SOFT,12.0,64944
27,Bahrain Grand Prix,2.0,SOFT,20.0,108240
27,Bahrain Grand Prix,3.0,MEDIUM,22.0,119064
