DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Spanish Grand Prix,Barcelona,1.0,SOFT,16.0,74512,0.2387011622393931
1,VER,2022,Spanish Grand Prix,Barcelona,2.0,MEDIUM,15.0,69855,0.22378233959943106
1,VER,2022,Spanish Grand Prix,Barcelona,3.0,SOFT,19.0,88483,0.28345763015927933
1,VER,2022,Spanish Grand Prix,Barcelona,4.0,MEDIUM,22.0,102454,0.3282140980791656
