DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
22,TSU,2023,Italian Grand Prix,Monza,1.0,MEDIUM,4.0,23172,0.07423211471187484
