Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
26,Russian Grand Prix,1.0,HARD,27.0,157896
26,Russian Grand Prix,2.0,SOFT,3.0,17544
26,Russian Grand Prix,3.0,SOFT,23.0,134504
