DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
27,HUL,2023,Miami Grand Prix,Miami,1.0,HARD,33.0,178596,0.5721370084188675
27,HUL,2023,Miami Grand Prix,Miami,2.0,MEDIUM,24.0,129888,0.4160996424864491
