DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2023,Monaco Grand Prix,Monaco,1.0,MEDIUM,55.0,0,0.0
1,VER,2023,Monaco Grand Prix,Monaco,2.0,INTERMEDIATE,23.0,0,0.0
