DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
22,TSU,2023,Miami Grand Prix,Miami,1.0,HARD,36.0,194832,0.6241494637296736
22,TSU,2023,Miami Grand Prix,Miami,2.0,MEDIUM,21.0,113652,0.3640871871756429
