DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Miami Grand Prix,Miami,1.0,MEDIUM,26.0,140712,0.45077461269365315
1,VER,2022,Miami Grand Prix,Miami,2.0,HARD,31.0,167772,0.5374620382116634
