DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,French Grand Prix,Le Castellet,1.0,MEDIUM,16.0,93472,0.29944002357795463
1,VER,2022,French Grand Prix,Le Castellet,2.0,HARD,37.0,216154,0.69245505452402
