Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
5,Brazilian Grand Prix,1.0,SOFT,30.0,129270
5,Brazilian Grand Prix,2.0,MEDIUM,26.0,112034
5,Brazilian Grand Prix,3.0,SUPERSOFT,21.0,90489
