DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
10,GAS,2024,Monaco Grand Prix,Monaco,1.0,HARD,1.0,0,0.0
10,GAS,2024,Monaco Grand Prix,Monaco,2.0,MEDIUM,76.0,0,0.0
