DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
27,HUL,2024,Canadian Grand Prix,Montréal,1.0,WET,12.0,52332,0.1676469457578903
27,HUL,2024,Canadian Grand Prix,Montréal,2.0,INTERMEDIATE,13.0,56693,0.18161752457104782
27,HUL,2024,Canadian Grand Prix,Montréal,3.0,INTERMEDIATE,19.0,82859,0.26544099744999294
27,HUL,2024,Canadian Grand Prix,Montréal,4.0,MEDIUM,26.0,113386,0.36323504914209565
