DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,British Grand Prix,Silverstone,1.0,SOFT,1.0,5891,0.01887197426927562
1,VER,2022,British Grand Prix,Silverstone,2.0,MEDIUM,11.0,64801,0.2075917169620318
1,VER,2022,British Grand Prix,Silverstone,3.0,MEDIUM,11.0,64801,0.2075917169620318
1,VER,2022,British Grand Prix,Silverstone,4.0,HARD,16.0,94256,0.3019515883084099
1,VER,2022,British Grand Prix,Silverstone,5.0,SOFT,13.0,76583,0.24533566550058306
