DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
2,VAN,2018,Abu Dhabi Grand Prix,Yas Marina,1.0,SUPERSOFT,35.0,184835,0.6203724214780058
2,VAN,2018,Abu Dhabi Grand Prix,Yas Marina,2.0,ULTRASOFT,19.0,100339,0.3367736002309174
