Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
77,Mexican Grand Prix,1.0,ULTRASOFT,16.0,68864
77,Mexican Grand Prix,2.0,SUPERSOFT,37.0,159248
77,Mexican Grand Prix,3.0,ULTRASOFT,19.0,81776
77,Mexican Grand Prix,4.0,HYPERSOFT,11.0,47344
