DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Mexico City Grand Prix,Mexico City,1.0,SOFT,28.0,120512,0.3860633785671267
1,VER,2022,Mexico City Grand Prix,Mexico City,2.0,MEDIUM,46.0,197984,0.6342469790745653
