Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
8,Singapore Grand Prix,1.0,MEDIUM,23.0,113620
8,Singapore Grand Prix,2.0,HARD,12.0,59280
8,Singapore Grand Prix,3.0,SOFT,26.0,128440
