DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2023,Italian Grand Prix,Monza,1.0,MEDIUM,20.0,115860,0.37116057355937415
1,VER,2023,Italian Grand Prix,Monza,2.0,HARD,32.0,185376,0.5938569176949987
