DriverID,Driver,Year,GranPrix,Location,LapNumber,Stint,TireLife,TireMeters,Compound,IsFreshTire,DriverMeters,LapTime,NormalizedTireMeters,NormalizedDriverMeters
1,VER,2022,Miami Grand Prix,Miami,1.0,1.0,1.0,5412,MEDIUM,True,5412,0 days 00:01:37.528000,0.017337485103602047,0.011494252873563218
1,VER,2022,Miami Grand Prix,Miami,2.0,1.0,2.0,10824,MEDIUM,True,10824,0 days 00:01:34.542000,0.034674970207204094,0.022988505747126436
1,VER,2022,Miami Grand Prix,Miami,3.0,1.0,3.0,16236,MEDIUM,True,16236,0 days 00:01:34.550000,0.05201245531080614,0.034482758620689655
1,VER,2022,Miami Grand Prix,Miami,4.0,1.0,4.0,21648,MEDIUM,True,21648,0 days 00:01:34.287000,0.06934994041440819,0.04597701149425287
1,VER,2022,Miami Grand Prix,Miami,5.0,1.0,5.0,27060,MEDIUM,True,27060,0 days 00:01:34.320000,0.08668742551801023,0.05747126436781609
1,VER,2022,Miami Grand Prix,Miami,6.0,1.0,6.0,32472,MEDIUM,True,32472,0 days 00:01:34.227000,0.10402491062161227,0.06896551724137931
1,VER,2022,Miami Grand Prix,Miami,7.0,1.0,7.0,37884,MEDIUM,True,37884,0 days 00:01:34.267000,0.12136239572521432,0.08045977011494253
1,VER,2022,Miami Grand Prix,Miami,8.0,1.0,8.0,43296,MEDIUM,True,43296,0 days 00:01:34.318000,0.13869988082881637,0.09195402298850575
1,VER,2022,Miami Grand Prix,Miami,9.0,1.0,9.0,48708,MEDIUM,True,48708,0 days 00:01:35.415000,0.1560373659324184,0.10344827586206896
1,VER,2022,Miami Grand Prix,Miami,10.0,1.0,10.0,54120,MEDIUM,True,54120,0 days 00:01:34.107000,0.17337485103602046,0.11494252873563218
1,VER,2022,Miami Grand Prix,Miami,11.0,1.0,11.0,59532,MEDIUM,True,59532,0 days 00:01:34.466000,0.1907123361396225,0.12643678160919541
1,VER,2022,Miami Grand Prix,Miami,12.0,1.0,12.0,64944,MEDIUM,True,64944,0 days 00:01:33.991000,0.20804982124322455,0.13793103448275862
1,VER,2022,Miami Grand Prix,Miami,13.0,1.0,13.0,70356,MEDIUM,True,70356,0 days 00:01:34.090000,0.22538730634682658,0.14942528735632185
1,VER,2022,Miami Grand Prix,Miami,14.0,1.0,14.0,75768,MEDIUM,True,75768,0 days 00:01:33.866000,0.24272479145042863,0.16091954022988506
1,VER,2022,Miami Grand Prix,Miami,15.0,1.0,15.0,81180,MEDIUM,True,81180,0 days 00:01:33.510000,0.2600622765540307,0.1724137931034483
1,VER,2022,Miami Grand Prix,Miami,16.0,1.0,16.0,86592,MEDIUM,True,86592,0 days 00:01:34.225000,0.27739976165763275,0.1839080459770115
1,VER,2022,Miami Grand Prix,Miami,17.0,1.0,17.0,92004,MEDIUM,True,92004,0 days 00:01:33.742000,0.29473724676123475,0.19540229885057472
1,VER,2022,Miami Grand Prix,Miami,18.0,1.0,18.0,97416,MEDIUM,True,97416,0 days 00:01:33.946000,0.3120747318648368,0.20689655172413793
1,VER,2022,Miami Grand Prix,Miami,19.0,1.0,19.0,102828,MEDIUM,True,102828,0 days 00:01:33.684000,0.32941221696843886,0.21839080459770116
1,VER,2022,Miami Grand Prix,Miami,20.0,1.0,20.0,108240,MEDIUM,True,108240,0 days 00:01:33.249000,0.3467497020720409,0.22988505747126436
1,VER,2022,Miami Grand Prix,Miami,21.0,1.0,21.0,113652,MEDIUM,True,113652,0 days 00:01:33.347000,0.3640871871756429,0.2413793103448276
1,VER,2022,Miami Grand Prix,Miami,22.0,1.0,22.0,119064,MEDIUM,True,119064,0 days 00:01:33.193000,0.381424672279245,0.25287356321839083
1,VER,2022,Miami Grand Prix,Miami,23.0,1.0,23.0,124476,MEDIUM,True,124476,0 days 00:01:33.275000,0.39876215738284704,0.26436781609195403
1,VER,2022,Miami Grand Prix,Miami,24.0,1.0,24.0,129888,MEDIUM,True,129888,0 days 00:01:33.487000,0.4160996424864491,0.27586206896551724
1,VER,2022,Miami Grand Prix,Miami,25.0,1.0,25.0,135300,MEDIUM,True,135300,0 days 00:01:33.286000,0.43343712759005115,0.28735632183908044
1,VER,2022,Miami Grand Prix,Miami,26.0,1.0,26.0,140712,MEDIUM,True,140712,0 days 00:01:38.505000,0.45077461269365315,0.2988505747126437
1,VER,2022,Miami Grand Prix,Miami,27.0,2.0,1.0,5412,HARD,True,146124,0 days 00:01:48.047000,0.017337485103602047,0.3103448275862069
1,VER,2022,Miami Grand Prix,Miami,28.0,2.0,2.0,10824,HARD,True,151536,0 days 00:01:33.135000,0.034674970207204094,0.3218390804597701
1,VER,2022,Miami Grand Prix,Miami,29.0,2.0,3.0,16236,HARD,True,156948,0 days 00:01:32.779000,0.05201245531080614,0.3333333333333333
1,VER,2022,Miami Grand Prix,Miami,30.0,2.0,4.0,21648,HARD,True,162360,0 days 00:01:33.216000,0.06934994041440819,0.3448275862068966
1,VER,2022,Miami Grand Prix,Miami,31.0,2.0,5.0,27060,HARD,True,167772,0 days 00:01:33.033000,0.08668742551801023,0.3563218390804598
1,VER,2022,Miami Grand Prix,Miami,32.0,2.0,6.0,32472,HARD,True,173184,0 days 00:01:32.742000,0.10402491062161227,0.367816091954023
1,VER,2022,Miami Grand Prix,Miami,33.0,2.0,7.0,37884,HARD,True,178596,0 days 00:01:32.813000,0.12136239572521432,0.3793103448275862
1,VER,2022,Miami Grand Prix,Miami,34.0,2.0,8.0,43296,HARD,True,184008,0 days 00:01:32.714000,0.13869988082881637,0.39080459770114945
