DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
14,ALO,2023,Saudi Arabian Grand Prix,Jeddah,1.0,MEDIUM,18.0,111132,0.3560143005420367
14,ALO,2023,Saudi Arabian Grand Prix,Jeddah,2.0,HARD,33.0,203742,0.6526928843270673
