DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
16,LEC,2024,Dutch Grand Prix,Zandvoort,1.0,MEDIUM,24.0,102216,0.32745165878599164
16,LEC,2024,Dutch Grand Prix,Zandvoort,2.0,HARD,48.0,204432,0.6549033175719833
