DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2023,Singapore Grand Prix,Marina Bay,1.0,HARD,40.0,0,0.0
1,VER,2023,Singapore Grand Prix,Marina Bay,2.0,MEDIUM,22.0,0,0.0
