DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
14,ALO,2023,Japanese Grand Prix,Suzuka,1.0,SOFT,14.0,81298,0.26044029267417573
14,ALO,2023,Japanese Grand Prix,Suzuka,2.0,HARD,14.0,81298,0.26044029267417573
14,ALO,2023,Japanese Grand Prix,Suzuka,3.0,HARD,28.0,162596,0.5208805853483515
