DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2024,Azerbaijan Grand Prix,Baku,1.0,MEDIUM,12.0,72036,0.23076923076923078
1,VER,2024,Azerbaijan Grand Prix,Baku,2.0,HARD,37.0,222111,0.7115384615384616
1,VER,2024,Azerbaijan Grand Prix,Baku,3.0,SOFT,5.0,30015,0.09615384615384616
