DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
23,ALB,2023,Australian Grand Prix,Melbourne,1.0,MEDIUM,7.0,36946,0.11835748792270531
