DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,TireMeters,NormalizedTireMeters
1,VER,2022,Hungarian Grand Prix,Budapest,1.0,SOFT,17.0,74477,0.23858903881392637
1,VER,2022,Hungarian Grand Prix,Budapest,2.0,MEDIUM,22.0,96382,0.3087622855239047
1,VER,2022,Hungarian Grand Prix,Budapest,3.0,MEDIUM,32.0,140192,0.4491087789438614
