Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
63,Azerbaijan Grand Prix,1.0,MEDIUM,25.0,150075
63,Azerbaijan Grand Prix,2.0,MEDIUM,13.0,78039
63,Azerbaijan Grand Prix,3.0,SOFT,11.0,66033
