Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
11,Abu Dhabi Grand Prix,1.0,ULTRASOFT,26.0,137306
11,Abu Dhabi Grand Prix,2.0,SUPERSOFT,29.0,153149
