Driver,GranPrix,Stint,Compound,TireLife,TireMeteres
26,United States Grand Prix,1.0,HARD,21.0,115773
26,United States Grand Prix,2.0,MEDIUM,18.0,99234
26,United States Grand Prix,3.0,SOFT,16.0,88208
