DriverID,Driver,Year,GranPrix,Location,Stint,Compound,TireLife,#TireMeters,NormalizedTireMeters
11,PER,2024,Azerbaijan Grand Prix,Baku,1.0,MEDIUM,13.0,78039,0.25
11,PER,2024,Azerbaijan Grand Prix,Baku,2.0,HARD,37.0,222111,0.7115384615384616
