TimeStamp,Year,GP,Session,Length_Track,Total_Laps,Temperature_Track,Air_Temperature,Compound,LapTime,Driver
0 days 02:18:55.069000,2023,Monza,R,5793,53,42.6,30.0,HARD,0 days 00:01:25.629000,LEC
0 days 02:20:20.797000,2023,Monza,R,5793,53,42.9,30.1,HARD,0 days 00:01:25.728000,LEC
0 days 02:21:47.308000,2023,Monza,R,5793,53,42.9,30.2,HARD,0 days 00:01:26.511000,LEC
0 days 02:23:13.756000,2023,Monza,R,5793,53,42.5,30.2,HARD,0 days 00:01:26.448000,LEC
0 days 02:24:40.353000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:26.597000,LEC
0 days 02:26:06.939000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:26.586000,LEC
0 days 02:27:33.260000,2023,Monza,R,5793,53,41.6,30.0,HARD,0 days 00:01:26.321000,LEC
0 days 02:28:59.840000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:26.580000,LEC
0 days 02:30:27.211000,2023,Monza,R,5793,53,41.2,30.1,HARD,0 days 00:01:27.371000,LEC
0 days 02:31:54.039000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:26.828000,LEC
0 days 02:33:20.672000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:26.633000,LEC
0 days 02:34:47.633000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:26.961000,LEC
0 days 02:36:14.416000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:26.783000,LEC
0 days 02:39:41.069000,2023,Monza,R,5793,53,39.3,29.9,HARD,,LEC
0 days 01:23:58.683000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:36.787000,STR
0 days 01:25:27.636000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:28.953000,STR
0 days 01:26:56.250000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:28.614000,STR
0 days 01:28:23.975000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:27.725000,STR
0 days 01:29:51.549000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:27.574000,STR
0 days 01:31:19.205000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:27.656000,STR
0 days 01:32:46.305000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:27.100000,STR
0 days 01:34:13.667000,2023,Monza,R,5793,53,44.1,29.8,MEDIUM,0 days 00:01:27.362000,STR
0 days 01:35:40.979000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:27.312000,STR
0 days 01:37:08.518000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:27.539000,STR
0 days 01:38:35.887000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.369000,STR
0 days 01:40:03.697000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:27.810000,STR
0 days 01:41:31.919000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:28.222000,STR
0 days 01:42:59.976000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:28.057000,STR
0 days 01:44:28.155000,2023,Monza,R,5793,53,43.9,30.0,MEDIUM,0 days 00:01:28.179000,STR
0 days 01:45:56.235000,2023,Monza,R,5793,53,43.7,29.9,MEDIUM,0 days 00:01:28.080000,STR
0 days 01:47:24.144000,2023,Monza,R,5793,53,43.5,29.7,MEDIUM,0 days 00:01:27.909000,STR
0 days 01:48:52.545000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:28.401000,STR
0 days 01:50:20.595000,2023,Monza,R,5793,53,44.4,30.0,MEDIUM,0 days 00:01:28.050000,STR
0 days 01:51:53.621000,2023,Monza,R,5793,53,44.3,30.0,MEDIUM,0 days 00:01:33.026000,STR
0 days 01:53:42.472000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:48.851000,STR
0 days 01:55:09.214000,2023,Monza,R,5793,53,43.6,29.9,HARD,0 days 00:01:26.742000,STR
0 days 01:56:36.182000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.968000,STR
0 days 01:58:03.522000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.340000,STR
0 days 01:59:30.698000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.176000,STR
0 days 02:00:57.957000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.259000,STR
0 days 02:02:24.632000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:26.675000,STR
0 days 02:03:51.717000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:27.085000,STR
0 days 02:05:18.526000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:26.809000,STR
0 days 02:06:45.450000,2023,Monza,R,5793,53,42.8,29.8,HARD,0 days 00:01:26.924000,STR
0 days 02:08:12.067000,2023,Monza,R,5793,53,42.6,29.9,HARD,0 days 00:01:26.617000,STR
0 days 02:09:38.899000,2023,Monza,R,5793,53,42.4,29.8,HARD,0 days 00:01:26.832000,STR
0 days 02:11:06.020000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:27.121000,STR
0 days 02:12:33.318000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:27.298000,STR
0 days 02:14:00.288000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:26.970000,STR
0 days 02:15:27.384000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:27.096000,STR
0 days 02:16:54.757000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:27.373000,STR
0 days 02:18:21.659000,2023,Monza,R,5793,53,42.6,30.0,HARD,0 days 00:01:26.902000,STR
0 days 02:19:48.563000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.904000,STR
0 days 02:21:15.635000,2023,Monza,R,5793,53,42.9,30.2,HARD,0 days 00:01:27.072000,STR
0 days 02:22:42.551000,2023,Monza,R,5793,53,42.5,30.3,HARD,0 days 00:01:26.916000,STR
0 days 02:24:09.618000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:27.067000,STR
0 days 02:25:40.752000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:31.134000,STR
0 days 02:27:08.966000,2023,Monza,R,5793,53,41.6,30.0,HARD,0 days 00:01:28.214000,STR
0 days 02:28:37.302000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:28.336000,STR
0 days 02:30:04.455000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.153000,STR
0 days 02:31:31.722000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.267000,STR
0 days 02:32:59.312000,2023,Monza,R,5793,53,41.0,30.0,HARD,0 days 00:01:27.590000,STR
0 days 02:34:28.779000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:29.467000,STR
0 days 02:35:59.644000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:30.865000,STR
0 days 02:40:15.309000,2023,Monza,R,5793,53,39.3,29.9,HARD,,STR
0 days 01:23:56.303000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:34.407000,SAR
0 days 01:25:24.383000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:28.080000,SAR
0 days 01:26:52.030000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:27.647000,SAR
0 days 01:28:19.419000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:27.389000,SAR
0 days 01:29:46.589000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:27.170000,SAR
0 days 01:31:13.724000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:27.135000,SAR
0 days 01:32:40.975000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:27.251000,SAR
0 days 01:34:08.208000,2023,Monza,R,5793,53,44.1,29.8,MEDIUM,0 days 00:01:27.233000,SAR
0 days 01:35:35.667000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:27.459000,SAR
0 days 01:37:03.352000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:27.685000,SAR
0 days 01:38:31.156000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.804000,SAR
0 days 01:39:59.850000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:28.694000,SAR
0 days 01:41:27.649000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:27.799000,SAR
0 days 01:43:00.723000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:33.074000,SAR
0 days 01:44:48.112000,2023,Monza,R,5793,53,43.9,30.0,HARD,0 days 00:01:47.389000,SAR
0 days 01:46:14.952000,2023,Monza,R,5793,53,43.5,29.8,HARD,0 days 00:01:26.840000,SAR
0 days 01:47:41.952000,2023,Monza,R,5793,53,43.5,29.7,HARD,0 days 00:01:27,SAR
0 days 01:49:08.858000,2023,Monza,R,5793,53,44.3,29.9,HARD,0 days 00:01:26.906000,SAR
0 days 01:50:36.023000,2023,Monza,R,5793,53,44.4,30.0,HARD,0 days 00:01:27.165000,SAR
0 days 01:52:03.303000,2023,Monza,R,5793,53,44.3,30.0,HARD,0 days 00:01:27.280000,SAR
0 days 01:53:30.666000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:27.363000,SAR
0 days 01:54:58.131000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:27.465000,SAR
0 days 01:56:25.280000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.149000,SAR
0 days 01:57:52.384000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.104000,SAR
0 days 01:59:19.549000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.165000,SAR
0 days 02:00:46.570000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.021000,SAR
0 days 02:02:13.823000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:27.253000,SAR
0 days 02:03:41.369000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:27.546000,SAR
0 days 02:05:08.914000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:27.545000,SAR
0 days 02:06:36.035000,2023,Monza,R,5793,53,42.8,29.8,HARD,0 days 00:01:27.121000,SAR
0 days 02:08:03.496000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:27.461000,SAR
0 days 02:09:31.018000,2023,Monza,R,5793,53,42.4,29.8,HARD,0 days 00:01:27.522000,SAR
0 days 02:10:58.311000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:27.293000,SAR
0 days 02:12:25.530000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:27.219000,SAR
0 days 02:13:52.763000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:27.233000,SAR
0 days 02:15:19.905000,2023,Monza,R,5793,53,42.5,30.1,HARD,0 days 00:01:27.142000,SAR
0 days 02:16:47.197000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:27.292000,SAR
0 days 02:18:14.300000,2023,Monza,R,5793,53,42.6,30.0,HARD,0 days 00:01:27.103000,SAR
0 days 02:19:41.437000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:27.137000,SAR
0 days 02:21:09.077000,2023,Monza,R,5793,53,42.9,30.2,HARD,0 days 00:01:27.640000,SAR
0 days 02:22:36.257000,2023,Monza,R,5793,53,42.5,30.3,HARD,0 days 00:01:27.180000,SAR
0 days 02:24:03.433000,2023,Monza,R,5793,53,42.5,30.2,HARD,0 days 00:01:27.176000,SAR
0 days 02:25:32.818000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:29.385000,SAR
0 days 02:27:00.504000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:27.686000,SAR
0 days 02:28:28.006000,2023,Monza,R,5793,53,41.8,30.0,HARD,0 days 00:01:27.502000,SAR
0 days 02:29:55.715000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.709000,SAR
0 days 02:31:23.337000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.622000,SAR
0 days 02:32:50.777000,2023,Monza,R,5793,53,41.0,30.0,HARD,0 days 00:01:27.440000,SAR
0 days 02:34:18.519000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.742000,SAR
0 days 02:35:48.145000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:29.626000,SAR
0 days 02:39:59.389000,2023,Monza,R,5793,53,39.3,29.9,HARD,,SAR
0 days 01:23:58.362000,2023,Monza,R,5793,53,42.5,29.2,HARD,0 days 00:01:36.466000,MAG
0 days 01:25:27.285000,2023,Monza,R,5793,53,43.2,29.3,HARD,0 days 00:01:28.923000,MAG
0 days 01:26:55.823000,2023,Monza,R,5793,53,43.2,29.4,HARD,0 days 00:01:28.538000,MAG
0 days 01:28:25.075000,2023,Monza,R,5793,53,43.1,29.5,HARD,0 days 00:01:29.252000,MAG
0 days 01:29:53.351000,2023,Monza,R,5793,53,43.3,29.5,HARD,0 days 00:01:28.276000,MAG
0 days 01:31:21.300000,2023,Monza,R,5793,53,43.6,29.6,HARD,0 days 00:01:27.949000,MAG
0 days 01:32:48.991000,2023,Monza,R,5793,53,43.6,29.7,HARD,0 days 00:01:27.691000,MAG
0 days 01:34:16.926000,2023,Monza,R,5793,53,44.1,29.8,HARD,0 days 00:01:27.935000,MAG
0 days 01:35:45.144000,2023,Monza,R,5793,53,43.9,29.8,HARD,0 days 00:01:28.218000,MAG
0 days 01:37:13.655000,2023,Monza,R,5793,53,43.9,29.9,HARD,0 days 00:01:28.511000,MAG
0 days 01:38:42.447000,2023,Monza,R,5793,53,43.3,29.9,HARD,0 days 00:01:28.792000,MAG
0 days 01:40:15.720000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:33.273000,MAG
0 days 01:42:04.144000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:48.424000,MAG
0 days 01:43:32.224000,2023,Monza,R,5793,53,43.5,30.0,MEDIUM,0 days 00:01:28.080000,MAG
0 days 01:45:00.072000,2023,Monza,R,5793,53,43.9,30.0,MEDIUM,0 days 00:01:27.848000,MAG
0 days 01:46:27.721000,2023,Monza,R,5793,53,43.5,29.8,MEDIUM,0 days 00:01:27.649000,MAG
0 days 01:47:55.310000,2023,Monza,R,5793,53,43.5,29.7,MEDIUM,0 days 00:01:27.589000,MAG
0 days 01:49:23.208000,2023,Monza,R,5793,53,44.3,29.9,MEDIUM,0 days 00:01:27.898000,MAG
0 days 01:50:50.367000,2023,Monza,R,5793,53,44.4,30.0,MEDIUM,0 days 00:01:27.159000,MAG
0 days 01:52:17.378000,2023,Monza,R,5793,53,44.0,30.0,MEDIUM,0 days 00:01:27.011000,MAG
0 days 01:53:44.506000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:27.128000,MAG
0 days 01:55:11.750000,2023,Monza,R,5793,53,43.6,29.9,MEDIUM,0 days 00:01:27.244000,MAG
0 days 01:56:39.242000,2023,Monza,R,5793,53,43.5,29.9,MEDIUM,0 days 00:01:27.492000,MAG
0 days 01:58:06.778000,2023,Monza,R,5793,53,43.6,29.8,MEDIUM,0 days 00:01:27.536000,MAG
0 days 01:59:34.280000,2023,Monza,R,5793,53,43.4,29.9,MEDIUM,0 days 00:01:27.502000,MAG
0 days 02:01:01.698000,2023,Monza,R,5793,53,43.4,29.9,MEDIUM,0 days 00:01:27.418000,MAG
0 days 02:02:28.918000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.220000,MAG
0 days 02:03:56.072000,2023,Monza,R,5793,53,42.9,29.9,MEDIUM,0 days 00:01:27.154000,MAG
0 days 02:05:23.416000,2023,Monza,R,5793,53,42.5,29.7,MEDIUM,0 days 00:01:27.344000,MAG
0 days 02:06:50.800000,2023,Monza,R,5793,53,42.8,29.8,MEDIUM,0 days 00:01:27.384000,MAG
0 days 02:08:18.286000,2023,Monza,R,5793,53,42.6,29.9,MEDIUM,0 days 00:01:27.486000,MAG
0 days 02:09:45.842000,2023,Monza,R,5793,53,42.4,29.8,MEDIUM,0 days 00:01:27.556000,MAG
0 days 02:11:19,2023,Monza,R,5793,53,42.6,29.8,MEDIUM,0 days 00:01:33.158000,MAG
0 days 02:13:06.333000,2023,Monza,R,5793,53,42.6,29.8,MEDIUM,0 days 00:01:47.333000,MAG
0 days 02:14:32.633000,2023,Monza,R,5793,53,42.5,30.0,MEDIUM,0 days 00:01:26.300000,MAG
0 days 02:15:59.018000,2023,Monza,R,5793,53,42.5,30.1,MEDIUM,0 days 00:01:26.385000,MAG
0 days 02:17:25.472000,2023,Monza,R,5793,53,42.8,30.0,MEDIUM,0 days 00:01:26.454000,MAG
0 days 02:18:51.866000,2023,Monza,R,5793,53,42.6,30.0,MEDIUM,0 days 00:01:26.394000,MAG
0 days 02:20:22.209000,2023,Monza,R,5793,53,42.9,30.1,MEDIUM,0 days 00:01:30.343000,MAG
0 days 02:21:48.905000,2023,Monza,R,5793,53,42.9,30.2,MEDIUM,0 days 00:01:26.696000,MAG
0 days 02:23:15.233000,2023,Monza,R,5793,53,42.5,30.2,MEDIUM,0 days 00:01:26.328000,MAG
0 days 02:24:41.511000,2023,Monza,R,5793,53,42.5,30.1,MEDIUM,0 days 00:01:26.278000,MAG
0 days 02:26:08.022000,2023,Monza,R,5793,53,41.7,30.0,MEDIUM,0 days 00:01:26.511000,MAG
0 days 02:27:34.536000,2023,Monza,R,5793,53,41.6,30.0,MEDIUM,0 days 00:01:26.514000,MAG
0 days 02:29:01.323000,2023,Monza,R,5793,53,41.8,30.0,MEDIUM,0 days 00:01:26.787000,MAG
0 days 02:30:28.306000,2023,Monza,R,5793,53,41.2,30.1,MEDIUM,0 days 00:01:26.983000,MAG
0 days 02:31:54.966000,2023,Monza,R,5793,53,41.2,30.0,MEDIUM,0 days 00:01:26.660000,MAG
0 days 02:33:21.705000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,0 days 00:01:26.739000,MAG
0 days 02:34:48.759000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,0 days 00:01:27.054000,MAG
0 days 02:36:15.663000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,0 days 00:01:26.904000,MAG
0 days 02:38:11.908000,2023,Monza,R,5793,53,40.8,30.0,MEDIUM,,MAG
0 days 01:23:49.013000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,,TSU
0 days 01:23:52.681000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:30.785000,ALB
0 days 01:25:19.748000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:27.067000,ALB
0 days 01:26:46.326000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:26.578000,ALB
0 days 01:28:13.010000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:26.684000,ALB
0 days 01:29:39.878000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:26.868000,ALB
0 days 01:31:06.539000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:26.661000,ALB
0 days 01:32:33.312000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.773000,ALB
0 days 01:33:59.988000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:26.676000,ALB
0 days 01:35:26.826000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:26.838000,ALB
0 days 01:36:54.131000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:27.305000,ALB
0 days 01:38:21.520000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:27.389000,ALB
0 days 01:39:49.053000,2023,Monza,R,5793,53,43.1,29.8,MEDIUM,0 days 00:01:27.533000,ALB
0 days 01:41:16.729000,2023,Monza,R,5793,53,43.7,30.1,MEDIUM,0 days 00:01:27.676000,ALB
0 days 01:42:44.452000,2023,Monza,R,5793,53,43.7,30.0,MEDIUM,0 days 00:01:27.723000,ALB
0 days 01:44:16.753000,2023,Monza,R,5793,53,43.9,30.0,MEDIUM,0 days 00:01:32.301000,ALB
0 days 01:46:04.358000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:47.605000,ALB
0 days 01:47:31.445000,2023,Monza,R,5793,53,43.5,29.7,HARD,0 days 00:01:27.087000,ALB
0 days 01:48:58.338000,2023,Monza,R,5793,53,43.6,29.8,HARD,0 days 00:01:26.893000,ALB
0 days 01:50:25.646000,2023,Monza,R,5793,53,44.4,30.0,HARD,0 days 00:01:27.308000,ALB
0 days 01:51:52.499000,2023,Monza,R,5793,53,44.3,30.0,HARD,0 days 00:01:26.853000,ALB
0 days 01:53:19.100000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:26.601000,ALB
0 days 01:54:45.933000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:26.833000,ALB
0 days 01:56:12.846000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.913000,ALB
0 days 01:57:39.594000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:26.748000,ALB
0 days 01:59:06.492000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:26.898000,ALB
0 days 02:00:33.541000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.049000,ALB
0 days 02:02:00.276000,2023,Monza,R,5793,53,43.0,29.9,HARD,0 days 00:01:26.735000,ALB
0 days 02:03:27.300000,2023,Monza,R,5793,53,42.9,29.9,HARD,0 days 00:01:27.024000,ALB
0 days 02:04:54.277000,2023,Monza,R,5793,53,42.5,29.7,HARD,0 days 00:01:26.977000,ALB
0 days 02:06:21.217000,2023,Monza,R,5793,53,42.8,29.8,HARD,0 days 00:01:26.940000,ALB
0 days 02:07:47.952000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.735000,ALB
0 days 02:09:14.384000,2023,Monza,R,5793,53,42.4,29.8,HARD,0 days 00:01:26.432000,ALB
0 days 02:10:40.773000,2023,Monza,R,5793,53,42.5,29.8,HARD,0 days 00:01:26.389000,ALB
0 days 02:12:07.352000,2023,Monza,R,5793,53,42.6,29.8,HARD,0 days 00:01:26.579000,ALB
0 days 02:13:33.897000,2023,Monza,R,5793,53,42.5,29.9,HARD,0 days 00:01:26.545000,ALB
0 days 02:15:00.878000,2023,Monza,R,5793,53,42.5,30.0,HARD,0 days 00:01:26.981000,ALB
0 days 02:16:27.709000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.831000,ALB
0 days 02:17:55.079000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:27.370000,ALB
0 days 02:19:21.881000,2023,Monza,R,5793,53,42.8,30.0,HARD,0 days 00:01:26.802000,ALB
0 days 02:20:48.453000,2023,Monza,R,5793,53,42.9,30.1,HARD,0 days 00:01:26.572000,ALB
0 days 02:22:15.128000,2023,Monza,R,5793,53,42.5,30.3,HARD,0 days 00:01:26.675000,ALB
0 days 02:23:41.836000,2023,Monza,R,5793,53,42.5,30.2,HARD,0 days 00:01:26.708000,ALB
0 days 02:25:08.749000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:26.913000,ALB
0 days 02:26:36.474000,2023,Monza,R,5793,53,41.7,30.0,HARD,0 days 00:01:27.725000,ALB
0 days 02:28:03.381000,2023,Monza,R,5793,53,41.6,30.0,HARD,0 days 00:01:26.907000,ALB
0 days 02:29:30.633000,2023,Monza,R,5793,53,41.2,30.0,HARD,0 days 00:01:27.252000,ALB
0 days 02:30:59.124000,2023,Monza,R,5793,53,41.2,30.1,HARD,0 days 00:01:28.491000,ALB
0 days 02:32:25.946000,2023,Monza,R,5793,53,41.0,30.0,HARD,0 days 00:01:26.822000,ALB
0 days 02:33:53.515000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.569000,ALB
0 days 02:35:20.712000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.197000,ALB
0 days 02:36:48.145000,2023,Monza,R,5793,53,40.8,30.0,HARD,0 days 00:01:27.433000,ALB
0 days 02:39:28.269000,2023,Monza,R,5793,53,39.3,29.9,HARD,,ALB
0 days 01:23:57.090000,2023,Monza,R,5793,53,42.5,29.2,MEDIUM,0 days 00:01:35.194000,ZHO
0 days 01:25:25.257000,2023,Monza,R,5793,53,43.2,29.3,MEDIUM,0 days 00:01:28.167000,ZHO
0 days 01:26:53.128000,2023,Monza,R,5793,53,43.2,29.4,MEDIUM,0 days 00:01:27.871000,ZHO
0 days 01:28:20.743000,2023,Monza,R,5793,53,43.1,29.5,MEDIUM,0 days 00:01:27.615000,ZHO
0 days 01:29:48.278000,2023,Monza,R,5793,53,43.3,29.5,MEDIUM,0 days 00:01:27.535000,ZHO
0 days 01:31:15.344000,2023,Monza,R,5793,53,43.6,29.6,MEDIUM,0 days 00:01:27.066000,ZHO
0 days 01:32:42.529000,2023,Monza,R,5793,53,43.6,29.7,MEDIUM,0 days 00:01:27.185000,ZHO
0 days 01:34:09.782000,2023,Monza,R,5793,53,44.1,29.8,MEDIUM,0 days 00:01:27.253000,ZHO
0 days 01:35:37.198000,2023,Monza,R,5793,53,43.9,29.8,MEDIUM,0 days 00:01:27.416000,ZHO
0 days 01:37:04.742000,2023,Monza,R,5793,53,43.9,29.9,MEDIUM,0 days 00:01:27.544000,ZHO
0 days 01:38:36.929000,2023,Monza,R,5793,53,43.3,29.9,MEDIUM,0 days 00:01:32.187000,ZHO
0 days 01:40:24.166000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:47.237000,ZHO
0 days 01:41:50.419000,2023,Monza,R,5793,53,43.7,30.1,HARD,0 days 00:01:26.253000,ZHO
0 days 01:43:18.194000,2023,Monza,R,5793,53,43.5,30.0,HARD,0 days 00:01:27.775000,ZHO
0 days 01:44:45.839000,2023,Monza,R,5793,53,43.9,30.0,HARD,0 days 00:01:27.645000,ZHO
0 days 01:46:12.992000,2023,Monza,R,5793,53,43.5,29.8,HARD,0 days 00:01:27.153000,ZHO
0 days 01:47:39.858000,2023,Monza,R,5793,53,43.5,29.7,HARD,0 days 00:01:26.866000,ZHO
0 days 01:49:06.913000,2023,Monza,R,5793,53,44.3,29.9,HARD,0 days 00:01:27.055000,ZHO
0 days 01:50:34.260000,2023,Monza,R,5793,53,44.4,30.0,HARD,0 days 00:01:27.347000,ZHO
0 days 01:52:01.335000,2023,Monza,R,5793,53,44.3,30.0,HARD,0 days 00:01:27.075000,ZHO
0 days 01:53:28.505000,2023,Monza,R,5793,53,43.7,30.0,HARD,0 days 00:01:27.170000,ZHO
0 days 01:54:55.838000,2023,Monza,R,5793,53,43.7,29.9,HARD,0 days 00:01:27.333000,ZHO
0 days 01:56:23.123000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.285000,ZHO
0 days 01:57:50.276000,2023,Monza,R,5793,53,43.5,29.9,HARD,0 days 00:01:27.153000,ZHO
0 days 01:59:17.304000,2023,Monza,R,5793,53,43.4,29.9,HARD,0 days 00:01:27.028000,ZHO
